label,embedding
2,2.0361042:0.0:0.0:16.118317:0.0:0.46999672:0.0:4.6999464:0.0:0.0:0.0:0.0:0.0:0.0:0.8971111:0.0:0.0:0.0:0.0:4.530813:5.957331:7.826743:0.0:11.635684:0.527678:4.588235:0.0:0.0:7.1619473:17.158333:9.383121:7.4468465:0.0:0.0:0.0:6.57272:0.0:0.0:0.0:0.0:0.0:0.0:8.854034:5.4014373:0.0:0.0:0.0:0.0:4.9446:0.0:0.0:0.0:2.5150037:0.0:0.0:0.0:0.0:13.368039:3.3653464:0.0:0.0:0.0:0.0:0.0:4.305502:0.0:0.0:6.1108193:7.286126:5.2640185:11.414859:12.473691:11.95656:0.0:1.3616252:0.0:1.0996171:0.0:11.722333:8.261253:6.540864:12.801937:0.0:2.89688:0.0:0.115780294:9.981542:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:2.0612516:0.0:0.0:14.012039:0.0:1.9815361:0.0:0.0:0.0:0.0:0.0:3.5503824:0.0:1.7052057:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:2.424312:2.3925014:3.747748:1.4959251:0.0:7.6632795:1.6215596:0.0:0.0:0.0:0.0:4.283788:4.4849477:7.660048:0.0:0.0:0.0:0.0:1.1155127:0.0:0.0:0.2057859:0.0:0.0:9.326616:1.8918593:0.0:0.0:0.0:0.0:0.26248136:0.5516818:0.0:0.0:0.91938925:0.0:0.0:0.0:0.0:3.660252:0.0:0.0:0.0:0.0:0.0:3.0083408:1.0986428:0.0:0.0:0.0:10.188078:6.946793:3.9801638:2.5510979:0.73583925:0.0:5.08414:0.0:0.0:0.0:0.9569545:0.0:5.8189816:10.482265:0.0:0.0:0.0:0.0:7.4595885:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:2.2118962:0.98611873:0.0:5.917449
0,0.0:0.0:0.0:7.3505473:0.0:3.425197:0.0:5.030123:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.78902394:1.8766149:6.7718935:0.0:4.442395:3.3664541:4.910935:0.0:0.0:4.6447325:8.615593:4.1278276:5.7787285:0.0:0.0:0.0:4.785683:0.0:0.0:0.0:0.0:0.0:0.0:1.9411304:2.1384082:0.0:0.0:0.0:0.0:1.4257634:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:7.0014944:0.0:0.0:0.0:0.0:0.0:0.0:1.1803463:0.0:0.0:0.0:4.6105957:6.201293:6.875087:5.563212:4.6042457:0.0:0.0:0.0:4.8264036:0.0:6.804926:5.1666584:3.9886665:8.03213:0.0:0.16079676:0.0:0.5107207:7.41634:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:4.215505:0.0:0.0:5.008845:0.0:0.0:0.0:0.0:0.0:1.2528005:1.2082574:5.7761307:0.0:6.099556:2.1875312:0.9646868:0.0:0.0:0.0:0.0:0.0:0.0:2.5265203:0.0:2.4693565:0.0:0.0:3.8254852:0.0:0.0:0.0:0.0:1.0364746:0.21814208:8.300303:0.41275397:0.0:0.0:0.0:5.109592:2.244865:0.0:0.0:0.0:0.0:0.0:7.661614:0.8839915:2.6251698:0.0:0.0:0.0:0.02853214:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.5926113:0.0:0.0:2.9570413:0.0:0.0:4.0865116:0.71239203:0.0:0.0:0.0:8.867843:11.577071:6.4854245:0.2021485:0.94216913:0.0:1.7497798:0.4429725:5.078443:0.0:0.47829643:1.8023587:2.9440172:7.2742853:0.0:0.0:0.0:0.0:3.019881:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:4.95572:4.097554:0.0:1.31885
2,2.2651012:0.0:0.0:8.484159:0.0:0.0:0.0:4.744055:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:1.244352:3.4903722:5.9491673:0.0:6.6585884:0.0:2.7895436:0.0:0.0:5.0947227:11.056083:6.148511:5.690549:0.0:0.0:0.0:3.709972:0.0:0.0:0.0:0.0:0.0:0.0:6.424225:2.0764608:0.0:0.0:0.0:0.0:3.921138:0.0:0.44965738:0.0:0.6171724:0.0:0.0:0.0:0.0:9.91524:0.0:0.0:0.0:0.0:0.0:1.2138089:4.455079:0.0:0.0:0.3577714:6.336739:5.4048285:10.454067:7.362042:6.8209357:0.0:0.0:0.1613029:1.6290975:0.0:6.555533:5.4950876:3.1933882:9.729967:0.0:1.0316056:0.0:0.0:5.269871:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:1.9477402:0.0:0.0:7.7914567:1.37561:0.0:0.0:1.4544891:0.0:0.0:0.0:8.252258:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:2.3011286:3.3103628:0.0:0.0:11.152173:0.0:0.0:0.0:0.0:0.0:5.0576005:10.500261:0.45328614:0.0:0.0:0.0:0.0:0.0:0.0:0.0:2.7915652:0.0:0.0:9.605003:1.2064241:2.6497045:0.0:0.0:0.0:5.1497183:0.0:0.0:0.0:2.0937216:0.0:0.0:0.0:0.0:4.4085298:0.0:0.0:0.0:0.0:0.0:9.51748:4.556704:0.0:0.0:0.0:9.56548:9.674953:4.8676033:5.9630594:5.088814:0.0:4.9217052:0.0:0.0:0.0:2.4597085:6.289198:5.9857755:12.4320965:0.0:0.0:0.0:0.0:6.5549664:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:2.075901:0.49939555:0.0:6.275299
1,0.7160177:0.0:0.0:3.5596485:0.0:3.97531:0.0:4.4326434:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:5.297902:5.9903526:0.0:1.372562:1.0746791:4.0721264:0.0:0.0:4.244477:7.648927:7.769948:4.3100815:0.0:0.0:0.0:8.346854:0.0:0.0:0.0:0.0:0.0:0.0:2.0803397:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:7.8846455:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:2.6002734:3.4748197:8.406589:1.0183334:2.9329507:0.0:0.0:0.0:3.203711:0.0:4.99367:5.77402:0.78571415:5.146693:0.0:1.4086679:0.0:3.753685:7.676872:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:4.3947434:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:3.2145636:6.896381:0.0:6.279122:0.4739705:0.0:0.0:0.0:0.0:0.0:0.0:0.0:1.4505652:0.0:1.9610977:0.0:0.0:7.325101:6.5981197:0.0:0.0:0.0:0.0:1.7877446:11.051614:2.5126743:0.0:0.0:0.0:0.04775134:8.730711:0.0:0.0:0.0:0.0:0.0:8.760034:0.0:2.3733382:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:2.2351427:0.0:0.0:0.0:0.0:0.15299451:0.0:0.0:8.720067:0.0:0.0:0.0:0.0:11.080382:11.701194:7.334235:0.0:2.0017803:0.0:0.0:0.0:3.7461174:0.0:5.5287566:0.3415295:5.4545455:8.178235:0.0:0.0:0.0:0.0:8.943616:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:10.899798:4.6834917:0.0:2.0596056
1,3.5394588:0.0:0.0:5.724037:0.0:2.6822002:0.0:15.564711:0.0:0.0:1.9050584:0.0:0.0:0.0:12.417891:0.0:0.0:0.0:5.477418:0.0:9.3707075:3.4224424:0.0:3.073887:0.0:0.6331344:0.0:0.0:11.211987:5.3767285:5.8781343:0.0:0.0:0.0:0.0:4.369679:0.0:0.0:0.0:0.0:0.0:1.2388031:3.0040143:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:1.7338527:0.0:0.0:7.926349:0.0:0.0:0.0:1.7255456:0.0:0.0:1.5354685:0.7217152:5.619408:7.970729:0.3528118:10.671297:0.0:0.0:0.0:0.0:0.0:2.408523:4.914377:2.760297:2.4342167:0.0:0.0:0.0:8.997517:5.758779:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:5.057545:0.0:0.0:3.330899:0.4726271:4.9678526:0.0:0.0:0.0:0.0:0.0:6.6087966:0.0:0.12926699:1.8033886:0.0:0.0:0.0:6.6407094:0.0:0.0:0.0:0.0:0.0:10.306042:0.0:0.0:3.2420244:0.0:1.4381554:0.0:0.0:6.451061:10.174643:10.952385:5.3119745:0.0:0.0:0.0:6.426097:5.0740514:0.26797754:0.0:0.0:0.0:0.0:7.6186624:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.22802824:0.0:0.0:0.0:0.113819815:0.0:0.0:6.8563337:0.0:0.0:0.0:0.0:0.0:5.296595:0.0:0.0:0.0:0.0:9.37541:0.0:8.061372:0.0:3.8488739:0.0:0.23598568:0.0:0.0:0.0:2.3210495:0.0:5.3977575:5.1344953:0.0:0.0:0.0:0.0:12.136472:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:7.3132343:0.0:0.0:0.18491869
1,4.3223743:0.0:0.0:6.232841:0.0:1.5586426:0.0:9.533597:0.0:0.0:0.0:0.0:0.0:0.0:0.23326224:0.0:0.0:0.0:0.0:0.0:4.1389647:4.177646:0.0:5.86939:0.0:4.162025:0.0:0.0:3.9348354:6.081476:5.576643:1.9401636:0.0:0.0:0.0:0.0:0.0:2.8376575:0.0:0.90982234:0.0:0.0:4.599636:0.0:0.0:0.0:0.0:0.0:4.479421:0.0:0.0:0.0:3.0696852:0.0:0.0:0.0:0.0:8.18077:0.0:0.0:0.0:0.0:0.0:3.2474043:5.1650066:0.0:0.0:0.48330534:3.4549382:6.1275344:7.787635:4.442431:5.8564:0.0:0.0:3.8918064:0.0:0.0:5.106622:4.817683:2.2887971:8.04674:0.0:0.0:2.2412071:0.28441614:2.2248924:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:4.6392393:0.0:0.0:7.239664:1.245349:0.0:0.0:0.0:0.0:0.058462184:0.0:6.838002:0.0:2.7954617:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.3711178:0.8892614:2.5911038:0.4864047:0.0:5.915213:2.4212945:0.0:0.0:0.0:2.8599708:8.921283:8.888364:0.0:0.0:0.0:0.0:8.684258:5.891155:0.0:0.0:0.0:0.0:0.0:1.671218:0.0:0.88686585:0.0:0.0:0.0:0.8487379:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.10836352:0.0:0.0:0.0:0.0:0.0:4.2880707:0.0:0.0:0.0:0.0:4.776521:6.737672:5.6793394:0.07091915:4.2852874:0.0:0.78395796:0.0:4.46211:0.0:1.5103902:6.463516:5.362391:7.6414776:0.0:0.0:0.0:0.0:10.261164:0.0:0.010612197:0.0:0.0:0.0:0.0:0.0:0.0:0.0:9.858988:1.6417425:0.0:0.0
0,2.9707854:2.90155:0.0:0.0:0.0:1.6953461:0.0:8.205666:0.0:0.0:1.4717185:0.0:0.0:0.0:10.5836115:0.0:0.0:0.0:0.0:0.0:13.372903:3.710698:0.0:5.6636662:0.0:0.0:0.0:0.0:10.421114:6.1565604:15.377662:3.579234:0.0:0.0:0.0:11.275527:0.0:0.0:0.0:0.0:0.0:2.8102112:1.7998955:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:1.3315425:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:2.386611:4.1344953:2.4291015:4.4492316:0.0:9.693577:0.0:0.0:0.0:0.0:0.0:0.5105628:9.746453:1.3838384:0.0:0.0:0.0:0.0:2.836843:11.786491:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:10.2800255:2.7590718:0.0:0.0:0.0:4.9168406:0.32118472:0.0:0.0:0.0:0.0:6.1322837:0.0:5.520388:0.15279564:0.0:0.0:0.0:0.0:0.0:0.0:0.0:1.8879746:4.9359155:3.0895908:0.0:0.0:3.8890548:3.3571286:0.0:0.0:0.0:0.0:4.223217:5.879349:4.0595365:0.0:0.0:0.0:2.5418801:5.5170364:0.0:0.0:0.0:0.0:0.0:10.119177:0.0:0.15656313:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:3.0228944:0.0:0.0:0.0:0.0:0.0:5.777803:0.7548005:0.0:0.0:0.0:8.95427:2.7118247:4.568933:1.8344913:1.0488923:0.0:4.7175965:0.0:0.0:0.0:0.0:2.2064457:6.572218:10.109654:0.0:0.0:0.0:0.0:10.959099:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:3.5218465:0.0:0.0:2.5930722
2,4.773211:0.0:0.0:11.426134:0.0:0.40543726:0.0:7.284981:0.0:0.0:0.0:0.0:0.0:0.0:6.7633924:0.0:0.0:0.0:2.1737077:0.0:7.493136:7.175587:0.0:2.587947:0.0:3.011339:0.0:0.0:8.805434:8.946964:4.157873:5.534811:0.0:0.0:0.0:5.848836:0.0:0.0:0.0:0.0:0.0:0.0:3.1482427:1.6225315:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:9.431712:0.0:0.0:0.79737425:0.0:0.0:0.0:3.1812642:0.0:0.0:2.5063806:0.8316878:2.9428778:9.740209:1.6102501:11.471574:0.0:0.0:0.0:0.0:0.0:7.767142:5.5169353:3.108491:5.60722:0.0:0.0:0.0:8.220647:7.97648:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:6.8576775:0.0:0.0:2.9613023:0.6409015:0.0:0.0:0.0:0.0:0.36387244:0.72377163:11.913629:0.0:4.446315:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:7.8804293:0.0:0.0:7.694226:0.0:4.523004:0.0:0.0:7.104808:9.537687:10.547111:12.160098:0.0:0.0:0.0:3.281414:5.0268135:0.0:0.0:0.0:0.0:0.0:15.288899:0.0:4.016666:0.0:0.0:0.0:0.0:0.0:1.698396:0.0:0.0:0.0:0.0:0.0:0.0:6.484927:0.0:0.0:0.0:0.0:0.0:10.079071:3.688107:0.0:0.0:0.0:14.562362:11.431923:11.307455:0.0:5.418998:0.0:0.0:0.0:3.4657671:0.0:4.7208037:1.1376269:3.784934:12.108063:0.0:0.0:0.0:0.0:13.849458:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:8.137331:3.4556859:0.0:4.477663
2,2.5820706:0.0:0.0:13.366213:0.0:0.0:0.0:6.2068872:0.0:0.0:0.0:0.0:0.0:0.0:4.4893255:0.0:0.0:0.0:0.0:2.5570765:6.9597435:7.6788445:0.0:7.632823:0.0:2.3883035:0.0:0.0:6.199583:12.921827:11.33869:7.384203:0.0:0.0:0.0:7.6351676:0.0:0.0:0.0:0.0:0.0:0.0:4.719921:4.9634514:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:10.662632:0.7978772:0.0:0.0:0.0:0.0:0.0:2.073588:0.0:0.0:4.758054:7.9302125:0.05836664:12.277311:9.079743:12.694545:0.0:0.0:0.0:0.8388846:0.0:11.754622:7.0568256:6.9937296:10.766171:0.0:0.0:0.0:1.9022294:12.366239:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:7.623472:0.0:0.0:7.4170856:1.7364736:0.0:0.0:0.59835577:0.0:1.6939195:0.0:11.3268385:0.0:0.0:0.0:0.0:0.0:0.0:1.1593177:0.0:0.0:0.0:2.5243516:2.867543:1.5990419:0.07037416:0.0:5.715138:0.0:0.0:0.0:0.0:0.074193746:4.8737917:8.17264:0.0:0.0:0.0:0.0:1.4154953:0.0:0.0:0.0:2.636305:0.0:0.8680658:2.1741035:0.14375289:0.09378721:0.0:0.0:0.0:3.7544804:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.2385057:0.0:0.0:4.9500566:0.0:0.0:0.0:0.0:6.8117623:6.7555995:0.71898276:4.998794:5.6429095:0.0:5.0157094:0.0:0.0:0.0:2.1263387:10.715384:8.267259:9.701597:0.0:0.0:0.0:0.0:7.404757:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:3.863705:0.0:0.0:4.647254
3,6.428981:0.0:0.0:12.582368:0.0:3.2720532:0.0:8.150874:0.0:0.0:0.0:0.0:0.0:0.0:0.92403287:0.0:0.0:0.0:0.0:2.5860372:4.7922115:7.027954:0.0:2.0977864:0.5372629:3.8111684:0.0:0.0:6.184103:14.038201:8.034367:5.6858225:0.0:0.0:0.0:7.718215:0.0:0.034629673:0.0:0.0:0.0:0.0:3.6698346:2.652239:0.0:0.0:0.0:0.0:1.0163839:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:11.939142:0.0:0.0:0.0:0.0:0.0:0.0:5.1334314:0.0:0.0:0.0:5.89721:3.475663:14.067208:7.485539:9.727447:0.0:1.0279877:0.0:0.7607142:0.0:11.398444:7.0317082:6.1572137:11.839898:0.0:0.70480615:0.0:3.887829:10.961573:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:6.329733:0.0:0.0:6.033837:0.0:0.0:0.6039567:0.0:0.0:0.0:4.47228:1.7795755:0.0:8.360324:2.7235572:0.0:0.0:0.0:0.0:0.0:0.0:0.0:1.8030568:0.0:0.0:0.0:0.0:0.0:4.4055576:0.0:0.0:0.0:0.25227308:0.0:9.055622:0.0:0.0:0.0:0.0:3.1675982:2.7420774:0.0:0.0:0.0:0.0:0.0:9.151058:5.1802297:0.5408961:0.0:0.0:0.0:0.0:0.0:0.0:0.0:1.9961739:0.0:0.0:0.0:0.0:7.1106844:0.0:0.0:3.5310497:0.0:0.0:1.7768954:3.9031508:0.0:0.0:0.0:6.8852406:9.8289:4.2305427:0.0:0.4563119:0.0:3.7023897:3.6226957:8.000037:0.0:0.0:0.0:1.2370536:7.002981:0.0:0.14836174:0.0:0.3424967:5.5581975:0.0:0.46926275:0.0:0.0:0.0:0.0:0.0:0.0:0.0:4.9435244:0.1705709:0.0:0.15621035
1,5.415199:0.0:0.0:12.081116:0.0:5.096755:0.0:5.3012247:0.0:0.0:0.0:0.0:0.0:0.0:1.9086181:0.0:0.0:0.0:0.8207406:0.0:8.170116:12.184876:0.0:6.1164613:0.0:6.7308025:0.0:0.0:7.9978285:13.990395:10.148834:5.4674273:0.0:0.0:0.0:9.751047:0.0:0.0:0.0:0.0:0.0:0.0:1.086875:2.298311:0.0:0.0:0.0:0.0:2.9514692:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:12.808579:0.0:0.0:0.42899203:0.0:0.0:0.0:2.3611608:0.0:0.0:0.0:3.365281:7.9740124:15.0653715:6.0684986:10.16214:0.0:0.0:0.0:4.310041:0.0:10.813885:12.853053:2.741033:10.628583:0.0:3.9488578:0.0:7.0438414:8.57018:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:6.030943:0.0:0.0:3.5899658:0.0:10.649975:0.0:0.0:0.0:0.0:6.0794263:7.4047494:0.0:11.655172:0.0:0.0:0.0:0.0:4.6592474:0.0:0.0:0.0:1.4368588:0.0:11.305291:2.3424184:0.0:17.98862:2.7251358:0.7860011:0.0:0.0:1.4339964:8.845884:10.955041:11.862096:0.0:0.0:0.0:0.0:2.9273295:0.0:0.0:5.848692:0.0:0.0:23.934383:1.9313107:0.0:0.0:0.0:0.0:0.0:0.7086006:0.0:0.0:3.0292885:0.0:5.478649:0.0:0.0:10.3087635:0.0:0.0:0.0:0.0:0.0:0.882778:0.5594663:0.0:0.0:0.0:18.641838:9.973865:7.8654103:0.0:0.16635539:0.0:16.36535:0.0:8.337377:0.0:0.0:0.0:16.44266:21.549068:0.0:0.0:0.0:4.275605:15.549446:0.0:3.691707:0.0:0.0:0.0:0.0:0.0:0.0:0.0:6.095732:7.516467:0.0:10.983466
2,2.049693:0.0:0.0:3.3002489:0.0:3.2498717:0.0:19.092358:0.0:0.0:0.15307304:0.0:0.0:0.0:6.871866:0.0:0.0:0.0:3.1805067:0.0:6.892167:0.0:0.0:0.62707984:0.0:1.5662801:0.0:0.0:10.314341:7.2845793:7.318647:0.31242564:0.0:0.0:0.0:5.3726788:0.0:0.0:0.0:0.0:0.0:0.0:11.096515:0.0:0.0:0.0:0.0:0.0:0.0:0.0:4.1404586:0.0:0.0:0.0:0.0:0.0:0.0:7.1198244:0.0:0.0:3.4610584:0.0:0.0:2.1587167:6.6473074:0.0:0.0:0.0:5.386174:8.440233:10.001896:1.0345514:8.265056:0.0:0.0:1.4825094:0.0:0.0:2.094404:0.20901167:4.121977:5.343655:0.0:0.0:0.0:6.5757213:8.629806:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:6.8810844:0.0:0.0:2.1406767:2.803741:2.0412955:0.0:3.2266943:0.0:0.0:0.0:7.0355635:0.0:0.0:0.0:0.0:0.0:0.0:6.8355007:0.0:0.0:0.0:1.3293651:0.0:9.06457:5.719623:0.0:3.2409263:0.0:0.0:0.0:0.0:6.996267:5.2295227:6.761964:6.826185:0.0:0.0:0.0:3.9747097:0.0:0.0:0.0:0.0:0.0:0.0:4.4290347:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:5.239349:0.0:0.0:0.7503185:0.0:0.0:0.0:0.16035992:0.0:0.0:0.14180414:5.0945582:1.5553994:4.850383:0.0:8.502971:0.0:0.0:0.0:0.0:0.0:1.7644314:2.9635053:3.4425964:3.4598708:0.0:0.0:0.0:5.98065:8.0371065:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:8.066352:0.0:0.0:0.8114166
0,0.0:2.5894127:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.95419806:2.858512:0.0:0.0:0.0:5.1933494:0.0:0.0:0.0:0.0:0.0:3.102404:0.7873437:0.0:2.4723709:0.0:0.095494606:0.0:0.0:2.082064:4.1165113:5.2851653:0.0:0.0:0.0:0.0:3.6227396:0.7419842:0.0:0.0:0.0:1.716813:0.43330947:1.2138104:0.80387825:0.0:0.0:0.0:0.0:0.0:0.0:0.8351334:3.02657:0.0:0.0:2.5965538:0.0:0.0:2.6855876:0.0:0.0:0.31360176:0.0:2.9159014:0.0:0.0:0.0:0.0:0.0:3.990418:1.2213372:6.121975:0.0:0.53987795:0.0:0.0:0.985388:3.2347603:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:1.3186425:0.0:0.0:2.5464816:0.0:0.0:0.0:0.0:0.0:0.0:3.8802247:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:2.7414317:0.0:10.265418:0.0:3.5975401:2.4136174:1.7532091:0.0:0.0:0.0:0.0:0.0:0.0:4.5324507:1.1763524:2.0155725:0.0:0.0:2.2748113:0.0:0.0:0.0:0.0:2.1219125:3.0086808:6.0628405:0.0:0.0:0.0:0.0:5.400446:2.9451063:0.0:0.0:0.0:0.0:0.0:5.042042:0.0:4.5788603:0.0:0.0:0.0:2.0516:0.0:2.108408:0.0:0.0:0.02486043:0.0:0.027444903:0.0:0.0:0.0:0.0:1.4104576:0.0:0.0:3.9688795:1.8999796:3.3206282:0.0:0.0:3.4065912:9.617892:5.9322157:4.111691:3.0895226:0.0:0.0:0.0:2.4192352:0.0:1.3629036:4.1924925:3.7640102:2.9035447:0.0:0.0:0.0:0.0:3.5538447:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:7.099096:0.9608214:0.0:0.5749653
1,5.7304077:0.0:0.0:13.604288:0.0:0.0:0.0:7.3524914:0.0:0.0:0.0:0.0:0.0:0.0:4.3896017:0.0:0.0:0.0:0.0:2.5009506:3.960129:5.80943:0.0:1.1610619:0.47279:3.5229075:0.0:0.0:6.4710836:10.350106:3.534345:8.775683:0.0:0.0:0.0:6.9807067:0.0:1.6688606:0.0:0.0:0.0:0.0:6.3802104:3.5427523:0.0:0.0:0.0:0.0:1.0765017:0.0:0.80227035:0.0:0.0:0.0:0.0:0.0:0.0:13.122308:0.0:0.0:0.0:0.0:0.0:0.0:3.8604295:0.0:0.0:2.9184413:3.222759:0.22120772:9.697312:6.089571:11.281098:0.0:0.0:0.11506304:0.0:0.0:10.625835:2.1884878:4.4398527:7.938692:0.0:0.0:0.0:3.6167014:10.908885:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:7.4800873:0.0:0.0:7.5091844:0.93719506:1.1329498:0.0:3.590935:0.0:0.0:0.0:9.9918375:0.0:0.0:0.0:0.0:0.0:0.0:0.8112406:0.0:0.0:0.0:0.039819397:0.0:7.224333:2.2156472:0.0:1.6984795:2.18474:4.175748:0.0:0.0:7.2345147:12.378783:6.678028:12.742637:0.0:0.0:0.0:4.31558:0.0:0.0:0.0:0.0:0.0:0.0:9.233025:0.0:0.0:0.0:0.0:0.0:0.0:0.0:1.3559766:0.0:0.0:0.0:0.0:0.0:0.0:12.372847:0.0:0.0:0.0:0.0:0.0:6.457038:0.0:0.0:0.0:0.0:11.602169:2.1829653:10.314623:1.091548:4.4370265:0.0:0.2818748:0.0:1.2348688:0.0:7.890468:0.17522156:9.63593:11.379379:0.0:0.0:0.0:2.8998673:14.2281685:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:6.4477043:0.0:0.0:2.960038
1,0.0:0.0:0.0:3.065768:0.0:3.0114455:0.0:7.5818686:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:2.5123198:0.0:3.2758803:7.0953236:0.0:5.6063743:5.3817244:5.1699038:0.0:0.0:3.648995:7.7544913:3.4553134:7.5241995:0.0:0.0:0.0:4.8417635:0.0:0.0:0.0:0.0:0.0:0.0:3.6802838:0.0:0.0:0.0:0.0:0.0:0.8063142:0.0:0.0:0.0:0.0:0.0:0.0:0.0:2.1671429:6.5420327:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:5.9722967:12.463289:8.64913:3.6785405:3.3749:0.0:0.0:0.0:7.668787:0.0:5.3836474:4.058517:4.35236:7.7499976:0.0:0.0:0.0:0.747002:8.789855:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:7.887689:0.0:0.0:4.5833335:0.9251865:0.0:0.0:2.9105718:0.0:0.0:0.0:4.7968407:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:1.5567424:0.0:4.9041305:4.235055:0.0:8.472239:0.0:4.440083:0.0:0.0:4.8959055:7.1268444:2.3826916:5.89727:0.0:0.0:0.0:2.3416722:0.0:0.0:0.0:0.0:0.0:0.0:0.99682224:0.0:0.43605152:0.4546736:0.0:0.0:0.0:0.0:0.70318896:0.0:0.0:0.0:0.0:0.0:0.32549566:4.9192834:0.0:0.0:0.0:0.0:0.0:0.5317322:0.0:0.0:0.0:0.0:2.7884028:2.6192787:9.102626:3.1793218:5.5742164:0.0:0.0:0.06992531:1.7080345:0.0:4.7039337:4.905254:1.8784177:1.7835782:0.0:0.0:0.0:0.0:5.1895485:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:6.0696316:0.0:0.0:4.993912
