label,embedding
3,0.7942599:0.0:0.0:0.2992068:0.0:0.0:0.0:9.947087:0.0:0.0:1.4641166:0.0:0.0:0.0:17.477207:0.0:0.0:0.34891576:9.143229:0.0:8.092925:0.0:10.015662:0.72911656:0.0:0.0:0.056344762:0.0:13.060809:8.067137:10.063939:0.13430002:0.0:1.0387038:0.0:0.0:0.0:0.0:0.0:2.2848694:2.4578578:8.106515:2.0752995:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:2.2251565:7.992431:0.0:0.0:0.0:0.0:0.0:0.0:7.908377:3.79327:1.5509006:8.621742:2.0148654:4.9717655:0.0:0.0:0.0:1.421315:0.0:0.0:0.0:0.0:0.0:0.0:0.0:1.6676376:12.890102:2.8836277:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:7.5351024:0.0:0.0:7.300267:0.0:7.3954945:3.794037:0.0:0.0:0.0:1.503967:4.901761:0.0:3.8461576:1.4290338:0.0:0.0:0.0:6.9170265:0.0:0.0:0.0:3.090241:0.4174552:6.8630133:0.0:0.0:3.1327338:0.0:0.0:0.0:0.052440442:1.049587:5.751571:7.6099267:4.133487:0.0:2.9321225:0.55623114:2.991516:2.7188754:0.0:2.6691148:0.0:0.047428116:0.0:7.650362:2.2852051:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.17226976:0.0:0.0:1.7009251:0.0:0.0:6.4748287:0.0:0.0:0.0:0.0:1.4240183:0.0:0.0:0.0:0.0:0.0:12.131748:2.0331166:7.104879:0.6828511:1.5334398:0.0:3.1129835:0.26325366:1.7380755:0.0:0.0:0.0:4.3217115:7.1970043:0.0:0.0:0.0:0.0:8.287896:0.0:0.0:0.89310694:0.0:0.0:0.0:0.0:0.0:0.0:4.0467114:0.0:0.0:1.181837
1,5.118718:0.0:0.0:12.383341:0.0:3.1686704:0.0:4.421217:0.0:0.0:0.0:0.0:0.0:0.0:2.2788625:0.0:0.0:0.0:2.697847:0.22922963:4.183284:7.8428135:0.05218165:5.354591:0.0:3.2062287:0.0:0.0:6.3161616:10.811908:5.7894983:4.3944626:0.0:0.0:0.0:4.519161:0.0:0.0:0.0:0.0:0.0:1.7407299:1.1451894:2.8694646:0.0:0.0:0.0:0.0:1.7879195:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:7.334263:0.0:0.0:0.8491478:0.0:0.0:0.0:2.7117648:0.0:0.0:2.0840526:3.233916:5.3986583:9.561366:5.95918:9.315359:0.0:0.0:0.0:1.299474:0.0:9.069202:8.180474:4.5754137:7.946891:0.0:1.3010882:0.64101386:5.8071413:6.7642865:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:5.8162737:0.0:0.0:5.6930575:0.0:7.7494717:0.0:1.8818266:0.0:0.0:3.982919:0.0:0.0:4.783711:0.0:0.0:0.0:0.0:0.99328506:0.0:0.0:0.0:0.0:0.3198613:8.286285:0.0:0.0:4.5431004:1.5993872:0.2874795:0.0:0.0:5.0473733:11.801218:13.648204:9.09059:0.0:2.8808255:0.0:7.053033:5.0662456:0.0:0.0:0.0:0.0:0.0:12.416812:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.33250642:0.0:0.0:0.0:1.4230852:0.0:1.5140687:6.042332:0.0:0.0:0.0:0.0:0.0:8.92414:0.0:0.0:0.0:0.0:15.700931:2.7723894:2.8274257:2.4173744:3.607351:0.0:10.318468:0.0:0.6412999:0.0:0.0:0.0:10.101072:12.81787:0.0:0.0:0.0:2.1018488:15.814276:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:5.6825747:0.9605712:0.0:0.42123163
1,3.4078498:0.0:0.0:8.322142:0.0:0.0:0.0:6.6746016:0.0:0.0:0.0:0.0:0.0:0.0:3.6938443:0.0:0.0:0.0:0.19379197:0.0:6.0214086:5.3608785:0.0:2.1266985:0.0:2.5736053:0.0:0.0:6.6107826:8.25728:4.0895834:8.071278:0.0:0.0:0.0:5.2142224:0.0:0.0:0.0:0.0:0.0:0.0:5.107523:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.36151677:0.0:0.0:0.0:0.0:0.0:0.0:9.827784:0.0:0.0:0.0:0.0:0.0:0.9043601:1.730372:0.0:0.0:0.0:4.1446214:0.7647965:10.40296:3.0181382:7.907128:0.0:0.0:0.0:0.0:0.0:8.327764:3.6868896:4.020763:6.100445:0.0:0.0:0.0:3.0928485:8.0412445:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:5.595838:0.0:0.0:3.9440644:0.0:6.1475196:0.0:2.1550333:0.0:0.0:1.6692075:4.4495873:0.0:6.972569:0.0:0.0:0.0:0.0:2.652131:0.0:0.0:0.0:0.0:3.4090264:8.097705:3.6486201:0.0:10.323977:0.0:2.2143507:0.0:0.0:4.145963:7.6341434:7.471577:11.796844:0.0:0.0:0.0:1.5683789:0.0:0.17219272:0.0:0.57619923:0.0:0.0:15.336733:3.8313723:0.0:1.1423486:0.0:0.0:1.8715081:0.81586504:0.0:0.0:1.3727652:0.0:0.0:0.0:0.0:7.3006115:0.0:0.0:0.0:0.0:0.0:0.10088442:0.0:0.0:0.0:0.36640084:14.116572:6.993737:2.6818643:4.4921784:3.2740004:0.0:11.391332:0.0:0.0:0.0:1.818665:0.0:6.4949684:13.76776:0.0:0.0:0.0:1.4922581:12.515154:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.81162125:4.8191047:0.0:9.775609
1,4.652469:0.0:0.0:5.4510965:0.0:8.211529:0.0:14.374065:0.0:0.0:2.0254357:0.0:0.0:0.0:5.2129245:0.0:0.0:0.0:0.0:0.0:12.140767:3.3235655:0.0:7.2877316:0.0:2.538851:0.0:0.0:9.810393:7.820123:10.258629:0.0:0.0:0.0:0.0:10.195521:0.0:0.0:0.0:0.0:0.0:0.0:1.5015908:0.0:0.0:0.0:0.0:0.0:0.42039856:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.8972347:0.0:0.0:0.0:0.0:0.0:1.8397944:0.18043631:0.0:0.0:0.0:0.61002445:5.7750063:7.811866:0.0:10.32677:0.0:0.0:0.0:0.0:0.0:6.5737705:12.2430525:1.0656787:1.9491204:0.0:0.0:0.0:4.52267:9.550412:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:6.6080875:0.0:0.0:0.0:0.0:1.7206907:0.0:6.0329075:0.0:8.942023:3.3370118:2.650565:0.0:3.4476397:1.6943743:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.06652375:0.0:17.33381:0.0:0.0:14.939245:0.0:7.47008:0.0:0.0:15.627425:16.75825:22.927795:18.966562:0.0:0.0:0.0:13.719999:2.2448642:0.0:0.0:0.0:0.0:0.0:17.161955:0.0:10.279758:0.0:0.0:0.0:0.0:0.0:6.686747:0.0:0.0:0.0:1.6680967:0.0:11.7545595:0.0:0.0:0.0:0.0:0.0:0.0:11.5123:0.0:2.1904323:0.0:0.0:19.888584:12.682616:11.453182:5.5657125:7.749749:0.0:3.3350606:0.0:5.0901775:0.0:3.1535654:8.488189:8.596477:12.552526:0.0:0.0:0.0:0.0:25.70589:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:13.586369:11.955849:0.0:0.0
1,3.381562:0.0:0.0:5.2612476:0.0:3.012311:0.0:6.0523415:0.0:0.0:0.0:0.0:0.0:0.0:2.8965552:0.0:0.0:0.0:0.97870916:0.0:8.220747:7.563124:0.0:0.45592776:0.06459761:4.232709:0.0:0.0:6.5354824:9.416391:9.032509:5.5468335:0.0:0.0:0.0:8.644184:0.0:0.0:0.0:0.0:0.0:0.0:1.8723565:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:11.615723:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:2.3055735:3.2695603:11.2041855:0.47120953:4.650312:0.0:0.0:0.0:1.7596228:0.0:6.4228377:5.8455715:2.7841508:6.605642:0.0:0.80622953:0.0:7.6758695:9.536673:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:6.1193237:0.0:0.0:0.0:0.0:0.0:0.0:3.3142545:0.0:0.0:0.0:6.5936418:0.0:0.0:0.0:0.0:0.0:0.0:0.46896625:0.0:0.0:0.0:1.9397402:1.605278:3.9050198:2.0249934:0.0:6.176412:0.58752096:0.6461676:0.0:0.0:2.3319101:3.6952517:3.983145:5.758327:0.0:0.0:0.0:0.0:0.0:0.0:0.0:1.7309047:0.0:0.0:10.833658:0.7084763:0.06939054:0.0:0.0:0.0:1.2199823:0.0:0.0:0.0:2.0236957:0.0:0.0:0.0:0.0:4.8004475:0.0:0.0:0.0:0.0:0.0:3.711279:2.4013138:0.0:0.0:0.0:7.2017574:7.1640697:4.224183:3.2913022:4.2907324:0.0:4.3495603:0.0:0.0:0.0:3.244493:0.40024707:5.9699583:9.048693:0.0:0.0:0.0:1.2315716:6.644218:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:3.3360062:0.0:0.0:8.425697
2,2.6344552:0.0:0.0:1.282024:0.0:3.0421832:0.0:4.5299487:0.0:0.0:0.3916485:0.0:0.0:0.0:0.76715946:0.0:0.0:0.0:0.0:0.0:2.7412553:3.6213427:0.0:0.81045914:0.0:2.5448086:0.0:0.0:1.3024083:1.0629987:2.6090157:0.0:0.0:0.0:0.0:1.4693747:0.0:0.0:0.0:1.1175257:0.0:0.0:0.5728904:0.0:0.0:0.0:0.0:0.0:2.9247923:0.0:0.0:0.0:0.0:0.0:0.0:0.57087946:0.0:0.7807077:0.0:0.0:1.0927958:0.0:0.0:2.37387:0.036121726:0.0:0.0:0.0:0.0:5.005087:4.9551067:0.7538606:3.454009:0.0:0.0:2.2773573:0.6826287:0.0:1.9085535:5.296076:0.0:1.0120748:0.0:0.0:0.6278322:0.58369803:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:3.0416307:0.0:0.0:1.8113773:0.0:3.4460673:0.0:0.0:0.0:0.0:1.2723844:1.8239567:0.0:4.1195097:1.7870208:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.11964868:0.0:3.9467087:0.0:0.0:5.2043114:4.171249:0.0:0.0:0.0:1.4444762:3.5746708:10.914205:3.1040637:0.0:0.0:0.0:0.0:6.1007667:0.0:0.0:0.31190503:0.0:0.0:13.860212:2.298384:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:6.038039:0.0:0.6107236:0.0:0.0:2.844168:0.0:0.0:0.0:0.0:0.0:10.8955765:2.2423568:0.0:0.0:0.0:10.273515:6.567538:2.8611712:0.0:0.0:0.0:8.569812:0.0:1.8246344:0.0:0.0:0.0:3.848076:11.032066:0.0:0.0:0.0:3.3161404:9.654286:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:2.7055159:0.0:1.6258556
0,9.023134:0.0:0.0:17.2953:0.0:5.5683813:0.0:16.492031:0.0:0.0:0.0:0.0:0.0:0.0:5.522789:0.0:0.0:0.0:0.6168749:1.3795495:7.804653:6.8492947:0.0:12.432251:0.0:6.3474426:0.0:0.0:9.487281:14.920143:1.8100739:2.8873613:0.0:0.0:0.0:4.8617454:0.0:1.7021867:0.0:0.0:0.0:0.0:0.0:2.559473:0.0:0.0:0.0:0.0:1.1093559:0.0:3.428947:0.0:0.0:0.0:0.0:0.0:0.0:3.105945:0.0:0.0:0.0:0.0:0.0:0.0:7.763859:0.0:0.0:6.310395:0.0:2.757575:12.929361:7.8356123:19.3574:0.0:0.0:0.0:0.0:0.0:15.123135:12.004696:4.8431306:2.6571987:0.0:0.0:3.3789425:3.8418121:13.932792:0.0:0.0:7.120903:0.0:0.0:0.0:0.0:0.0:0.0:11.430663:0.0:0.0:8.855967:0.0:0.0:0.0:0.0:0.0:0.0:0.0:4.044106:0.0:1.641897:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:4.0299044:0.66261154:2.646362:1.4663234:0.0:11.265895:1.3642833:0.3243747:0.0:0.0:0.0:3.8611646:7.0615926:8.731431:0.0:0.0:0.0:0.0:0.058265936:0.0:0.0:2.0610814:0.0:0.0:10.919263:1.9183322:2.7516718:0.0:0.0:0.0:2.6013079:2.202507:0.0:0.0:4.0652986:0.0:0.0:0.0:0.0:2.2591884:0.0:0.0:0.56057763:0.0:0.0:5.2886105:1.1028612:0.0:0.0:0.0:11.803541:13.734987:7.2176695:4.184563:0.0:0.0:3.9930608:0.0:1.2862136:0.0:2.3487754:2.1294525:3.4769294:10.560939:0.0:0.0:0.0:0.0:6.249137:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:3.059408:2.8791707:0.0:6.3411016
1,7.5829086:0.0:0.0:5.5980525:0.0:3.3167722:0.0:14.34162:0.0:0.0:0.0:0.0:0.0:0.0:4.850677:0.0:0.0:0.0:3.6813455:0.0:6.4021254:4.3339148:0.0:4.968534:0.0:0.39052957:0.0:0.0:8.069683:9.505281:8.76104:2.3788373:0.0:0.0:0.0:3.0554101:0.0:0.0:0.0:0.0:0.0:0.0:1.7138796:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:7.085781:0.0:0.0:1.2484493:0.0:0.0:1.3248109:3.9365997:0.0:0.0:0.0:6.793495:6.6810846:10.900618:2.8284452:8.793623:0.0:0.0:0.0:0.0:0.0:7.0194044:6.1627054:5.5968695:8.493856:0.0:0.0:0.0:3.9574578:8.281085:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:8.003834:0.0:0.0:1.966913:0.0:0.0:0.0:3.702062:0.0:8.910502:0.0:2.6933172:0.0:0.0:1.4944085:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.7115695:7.22014:1.6048473:0.0:7.0487943:0.0:4.2202:0.0:0.0:8.072623:10.972957:13.560513:8.823692:0.0:0.0:0.0:12.363344:0.0:0.0:0.0:0.0:0.0:0.0:8.987627:0.0:3.18676:0.0:0.0:0.0:1.0261467:0.0:2.8457232:0.0:0.0:0.0:0.0:0.0:7.3196073:2.36927:0.0:0.0:0.0:0.0:0.0:4.6892858:0.0:0.0:0.0:0.0:8.956346:8.137657:5.137202:3.312909:4.7612405:0.0:2.1392827:0.0:4.700226:0.0:2.0023682:8.802452:4.4147916:5.764566:0.0:1.6210583:0.0:2.1099565:15.213394:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:6.283381:4.534954:0.0:0.0
0,1.6373192:0.34620294:0.0:4.5048614:0.0:0.0:0.0:5.1898737:0.0:0.0:0.0:0.0:0.0:0.0:2.1257212:0.0:0.0:0.0:0.0:0.60010964:5.984649:7.3696856:0.0:8.521739:0.0:1.8317997:0.0:0.0:2.7064507:9.252426:5.872563:2.6714976:0.0:0.0:0.0:6.5049944:0.0:0.0:0.0:0.0:0.0:0.0:0.764796:0.0:0.0:0.31272453:0.0:0.0:2.4320896:0.0:0.24888265:0.0:0.0:0.0:0.0:0.0:0.0:2.5603814:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:1.6271484:0.0:9.335937:2.3794143:6.8159294:0.0:0.0:0.39872164:0.0:0.0:4.7723927:8.654425:0.0:1.5804642:0.0:0.0:0.0:0.0:6.2129307:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:3.6433752:0.0:0.0:3.412235:1.8963518:0.0:0.0:7.3862386:0.0:0.30159405:0.0:4.293527:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.96532995:6.5485063:0.0:3.436265:0.3038385:2.2176101:0.0:0.0:1.1516551:4.084382:3.1180449:3.387502:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:5.3158784:0.777372:0.0:0.0:0.0:0.0:3.7832496:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:5.1903152:0.0:0.0:0.0:0.0:0.0:2.219789:4.9336634:0.0:0.0:0.0:2.870528:5.702574:6.4477816:3.8950438:5.868845:0.0:0.0:3.5928187:0.0:0.0:4.0198464:4.291462:0.94434893:4.7342653:0.0:0.0:0.081942424:0.98041934:2.5504074:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:4.536661:0.0:0.0:6.5398965
1,1.0553871:0.0:0.0:11.633465:0.0:0.0:0.0:8.421631:0.0:0.0:0.0:0.0:0.0:0.0:3.6711683:0.0:0.0:0.0:0.0:3.724505:7.369602:6.0180154:0.0:0.93469703:2.389196:5.1601334:0.0:0.0:8.121472:15.756263:8.602681:7.7866:0.0:0.0:0.0:10.61895:0.0:2.02382:0.0:0.0:0.0:0.0:10.08036:0.9584476:0.0:0.0:0.0:0.0:0.0:0.0:0.47028583:0.0:3.2808526:0.0:0.0:0.0:0.0:17.317715:1.6663706:0.0:0.0:0.0:0.0:1.861627:2.9451082:0.0:0.0:2.2298055:4.8675947:0.0:13.504843:8.639187:7.746745:0.0:4.247859:0.523394:0.0:0.0:10.109574:1.5584999:5.862442:12.378121:0.0:0.0:0.0:3.5772626:14.906701:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:3.8952014:0.0:0.0:9.501351:0.0:4.997896:6.5110774:0.0:0.0:0.0:2.6674304:0.0:0.0:1.0616233:0.0:0.0:0.0:0.0:0.0:0.0:0.0:1.1054156:1.3609596:0.0:4.452113:0.43120882:0.0:10.930291:2.0738235:0.0:0.0:0.0:0.0:2.8625581:10.853345:5.1798615:0.0:1.8502072:0.0:0.20198585:2.1475182:0.0:0.12379957:0.0:0.0:0.0:8.000017:5.7575164:0.0:0.0:0.0:0.0:0.0:0.0:0.0:1.917671:1.4582489:0.0:0.0:0.0:0.0:6.422654:0.0:1.5474241:0.0:0.0:0.0:2.3388298:0.0:0.0:0.0:0.0:18.278603:7.8059516:3.1316695:1.6781023:0.0:0.0:7.6831937:0.0:0.0:0.0:0.0:1.6332368:4.7497387:15.04746:0.0:0.0:0.0:0.0:5.9205413:0.0:1.1777208:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:4.149296:0.0:6.523366
3,2.161431:0.0:0.0:0.5971985:0.0:2.7884805:0.0:6.5321226:0.0:0.0:0.0:0.0:0.0:0.0:4.0286574:0.0:0.0:0.0:0.0:0.0:10.227971:0.305442:0.0:2.4090638:0.82149315:0.60034245:0.0:0.0:3.4100413:5.630548:10.696919:0.0:0.0:0.0:0.0:5.196345:1.8507042:0.0:0.0:0.0:0.0:0.0:1.1816946:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.28385004:1.341457:0.0:5.843682:0.0:0.0:0.0:0.0:0.0:2.4069178:0.0:0.0:0.0:0.0:1.5033926:1.5207185:5.7502217:0.0:3.7573545:0.0:0.0:0.0:0.8875534:0.0:4.625087:5.2994013:0.0:0.32340086:0.0:0.0:0.0:3.2672706:7.4858294:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:4.540777:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:8.522393:0.0:8.054589:5.4316564:0.0:0.0:0.0:0.0:0.0:0.0:2.3198323:4.7635818:0.0:0.06458919:0.0:0.0:6.8013015:1.7603116:0.0:0.0:0.0:0.0:0.0:23.925589:0.0:0.0:0.0:0.0:8.053707:0.0:0.0:0.0:6.215748:0.0:7.221143:9.513352:0.8347469:1.5972347:0.0:0.0:0.0:1.4818218:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:4.955802:0.0:0.0:15.853013:0.0:0.0:0.0:0.0:20.929726:24.893803:5.1735926:1.2107822:0.0:0.0:5.4371305:0.0:3.2948253:0.0:0.0:10.144539:7.8853636:18.14219:0.0:0.0:0.0:0.0:3.6240633:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:5.60289:17.280819:0.0:6.236627
0,7.596793:0.0:0.0:17.083927:0.0:2.4918928:0.0:6.700831:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:6.5602536:2.554963:7.5286474:0.0:6.819606:2.5201058:0.67762744:0.0:0.0:6.0330544:20.96573:11.08823:7.617061:0.0:0.0:0.0:8.869504:0.0:0.0:0.0:0.0:0.0:0.0:4.7314334:9.330126:0.0:0.0:0.0:0.0:5.435901:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:13.992332:0.19056928:0.0:0.0:0.0:0.0:0.0:5.802397:0.0:0.0:0.0:11.537776:8.96307:13.885877:11.670418:12.456792:0.0:3.5830986:0.0:4.15784:0.0:13.564626:10.240891:8.120029:18.146408:0.0:4.067806:0.0:0.74300116:15.398999:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:4.889673:0.0:0.0:8.697968:0.0:0.0:0.0:1.6531092:0.0:2.9314015:2.6553261:6.6392384:0.0:1.1617651:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.49704158:0.0:5.2232375:1.4053441:0.0:3.77786:3.9359393:1.5545268:0.0:0.0:2.2884312:5.7723184:7.8790197:3.4511242:0.0:0.0:0.0:3.5813308:0.0:0.0:0.0:0.0:0.0:0.0:4.7984543:0.0:0.0:0.0:0.0:0.0:0.6264941:0.0:0.0:0.0:0.44328937:0.0:0.0:0.0:0.0:3.2002513:0.0:0.0:0.41640443:0.0:0.0:2.4688702:0.0:0.0:0.0:0.0:6.586507:8.965925:5.777231:1.1041436:1.1298664:1.9886346:0.0:0.0:5.7100215:0.0:3.851409:4.3408976:0.960482:8.573231:0.0:0.0:0.0:1.2139841:7.532821:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:4.454071:0.0:0.0:1.6701303
3,9.15018:0.0:0.0:8.964103:0.0:0.0:0.0:6.5702367:0.0:0.0:0.0:0.0:0.0:0.0:5.3948603:0.0:0.0:0.0:2.3072674:0.0:7.502034:9.105086:0.0:2.482525:0.0:0.45084333:0.0:0.0:6.4542723:8.47207:8.953326:7.2190723:0.0:0.0:0.0:5.526967:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:12.0274515:0.0:0.0:0.30911267:0.0:0.0:0.0:0.0:0.0:0.0:0.0:3.2129846:3.937043:12.37407:1.2537615:9.64777:0.0:0.0:0.41641602:0.0:0.0:11.284103:6.897521:1.1639318:5.828374:0.0:0.0:0.0:5.3474007:8.866455:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:8.738495:0.0:0.0:0.0:0.0:8.062368:0.0:0.0:0.0:0.0:0.13130094:4.4226027:0.0:5.149972:2.7635:0.0:0.0:0.0:3.5381126:0.0:0.0:0.0:4.3157005:0.5340875:7.5401936:0.0:0.0:4.9937143:0.0:0.0:0.0:0.0:6.287874:4.578572:14.951226:2.18873:0.0:0.0:0.0:8.2964:3.1583405:0.0:1.9785016:0.0:0.0:0.0:12.313428:0.0:1.7671874:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:2.0383515:0.0:6.0442767:0.0:0.0:0.0:0.0:0.0:0.0:2.3079247:0.0:0.0:0.0:0.0:11.556296:7.8136377:7.502395:0.0:4.4101424:0.0:0.0:2.9936633:0.0:0.0:0.0:8.971578:8.416652:9.127741:0.0:0.0:0.0:1.8220276:15.8268795:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:6.4525785:2.8619428:0.0:0.0
3,0.0:1.5998374:0.0:0.0:0.0:0.0:0.0:2.3512805:0.0:0.0:4.6500926:0.0:0.0:0.0:4.1902003:0.0:0.0:0.0:0.0:0.0:7.6623163:0.0:0.0:0.0:0.0:5.944234:0.0:0.0:6.148216:4.9865556:5.984612:1.628277:0.0:0.0:0.0:7.147422:0.0:0.0:0.0:0.0:0.0:0.0:0.7818095:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.2958378:5.1267138:0.0:0.0:3.477046:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:1.2594488:0.48673642:5.6438417:0.0:0.0:0.0:0.0:0.0:3.3642788:0.0:0.0:2.246065:0.0:0.16750304:0.0:1.0149511:0.0:4.826366:1.650514:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:4.1442995:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:2.3570569:1.5475591:0.0:1.5728049:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:5.07325:1.9115381:2.903456:1.8759826:0.0:10.363185:7.738456:0.0:0.0:0.0:0.0:1.8339134:11.997121:5.9913163:0.0:0.0:0.0:0.0:1.3317983:0.0:0.0:0.85020155:0.0:0.0:9.607288:0.0:1.5681074:0.0:0.0:0.0:0.31354448:0.53631383:0.0:0.0:0.54866076:0.0:0.0:0.0:0.0:0.0:0.0:0.0:3.1869495:0.0:0.0:4.4838834:0.0:0.0:0.0:0.0:14.485389:16.683363:3.9067347:1.4578412:0.0:0.0:2.269597:0.0:3.1319046:0.0:1.1139393:5.7223268:2.7503912:13.336898:0.0:0.0:0.0:0.0:11.9636345:0.0:0.08452053:0.0:0.0:0.0:0.0:0.0:0.0:0.0:1.6098845:2.0695202:0.0:2.1971166
2,5.562902:0.0:0.0:16.161863:0.0:0.83813643:0.0:4.9485407:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:5.3315897:3.2073646:8.566104:0.0:6.481342:0.0:4.8500037:0.0:0.0:6.6372833:16.758778:7.0602074:10.691736:0.0:0.0:0.0:8.013599:0.0:0.0:0.0:0.0:0.0:0.0:7.081842:6.9125996:0.0:0.0:0.0:0.33209598:4.3940196:0.0:2.116018:0.0:0.07513877:0.0:0.0:0.0:0.0:16.068882:1.0644928:0.0:0.0:0.0:0.0:0.0:6.3761063:0.0:0.0:4.049852:8.139357:4.4484677:12.906689:11.621395:11.792484:0.0:0.0:0.0:1.3642359:0.0:13.058849:7.8031797:4.8124647:12.601304:0.0:3.9687824:0.0:0.77305573:11.2106:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:3.9287577:0.0:0.0:11.674033:0.0:1.1675525:0.0:1.4556832:0.0:0.0:0.0:4.435904:0.0:1.3315568:0.0:0.0:0.0:0.0:1.0518738:0.0:0.0:0.0:0.1679387:3.3123167:6.1381407:3.9612494:0.0:8.404602:0.0:1.5073378:0.0:0.0:2.2956345:6.500154:6.1529527:7.9376364:0.0:0.0:0.0:0.31738243:0.29332685:0.0:0.0:0.0:0.0:0.0:9.476847:3.0287695:0.0:0.0:0.0:0.0:2.1727722:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:7.187945:0.0:0.0:0.0:0.0:0.0:1.3818411:0.46925688:0.0:0.0:0.0:10.217041:4.5801406:3.8360844:5.323821:4.943045:0.0:4.239971:0.0:0.0:0.0:2.6078472:1.2352906:6.38311:10.351212:0.0:0.0:0.0:0.0:9.467266:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:2.4086268:0.0:0.0:7.623268
